marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name
2012 Kia Rio,red,PETROL,KIA,AUTOMATIC,215000,7500,SA,2012,Rio,2.5,2.0,1.0,Hatchback,FWD,RIO
2019 Ford Transit costum,white,DIESEL,FORD,AUTOMATIC,33500,28700,SA,2019,transit costum,3.0,2.0,4.0,Cargo Van,RWD,TRANSIT
2016 Toyota Corolla,silver,PETROL,TOYOTA,AUTOMATIC,201100,12000,SA,2016,Corolla,2.5,2.5,2,Hatchback,FWD,COROLLA
2004 Holden Commodore,red,PETROL,HOLDEN,AUTOMATIC,330,25000,SA,2004,Commodore,3.5,2.5,4,Sedan,RWD,COMMODORE
2013 Volkswagen Crafter,white,DIESEL,VOLKSWAGEN,MANUAL,267000,16500,SA,2013,Crafter,2.5,2.0,4.5,Cargo Van,RWD,CRAfter
2005 Toyota Camry,red,PETROL,TOYOTA,AUTOMATIC,221607,4500,SA,2005,Camry,3.0,2.5,3.0,Sedan,FWD,CAMRY
2009 Holden Commodore,green,PETROL,HOLDEN,AUTOMATIC,317177,4500,SA,2009,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
2006 Ford Escape,silver,PETROL,FORD,AUTOMATIC,240000,6000,SA,2006,Escape,2.5,2.0,3.0,SUV,AWD,ESCAPE
2016 Ford Focus,white,PETROL,FORD,MANUAL,115000,9500,SA,2016,Focus,3.0,2.5,2.0,Hatchback,FWD,FOCUS
2012 Ford Fiesta,white,PETROL,FORD,AUTOMATIC,98500,9499,SA,2012,Fiesta,2.5,2.0,2.0,Hatchback,FWD,FIESTA
2023 Lexus IS500F Sport,blue,PETROL,LEXUS,AUTOMATIC,21625,99950,SA,2023,is500f sport,4.5,4.0,3.0,Sedan,RWD,IS500-F-SPORT
2007 Mazda Dual Cab BT 50,silver,DIESEL,MAZDA,MANUAL,343000,8000,QLD,2007,dual cab bt 50,2.5,2.0,4.0,Dual-Cab UTE,4WD,BT-50
2002 Holden Rodeo,white,PETROL,HOLDEN,MANUAL,280000,2500,QLD,2002,Rodeo,,,,,,
2004 Jaguar Jaguar XJ6,grey,OTHER,JAGUAR,AUTOMATIC,130000,20000,QLD,2004,Jaguar XJ6,3.5,4.5,4.0,Sedan,RWD,XJ6
2017 Holden Astra,grey,PETROL,HOLDEN,MANUAL,202000,6950,VIC,2017,Astra,3.0,2.5,2.0,Hatchback,FWD,ASTRA
2011 Subaru Forester · 2.5L AWD,white,PETROL,SUBARU,AUTOMATIC,255000,6500,WA,2011,Forester,3.2,2.5,3,SUV,AWD,FORESTER
2003 Ford Falcon,blue,PETROL,FORD,MANUAL,299000,22000,WA,2003,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON
2021 Subaru WRX STI,blue,PETROL,SUBARU,MANUAL,65000,56000,SA,2021,wrx sti,4.5,3.5,2.0,Sedan,AWD,WRX-STI
2018 Holden Holden Colorado,white,DIESEL,HOLDEN,AUTOMATIC,162000,27000,SA,2018,Holden Colorado,3.0,2.5,4.0,Dual-Cab UTE,4WD,COLORADO
2007 Holden Commodore,gold,PETROL,HOLDEN,AUTOMATIC,320000,3500,SA,2007,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
2008 Toyota Camry,silver,PETROL,TOYOTA,AUTOMATIC,243000,6500,SA,2008,Camry,2.5,3.0,3,Sedan,FWD,CAMRY
2003 Toyota Corolla,grey,PETROL,TOYOTA,AUTOMATIC,250000,3999,SA,2003,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA
2015 Mazda CX-5,grey,PETROL,MAZDA,AUTOMATIC,248700,11800,QLD,2015,CX-5,3.5,3.5,3,Medium SUV,AWD,CX-5
2019 Kia Cerato,silver,PETROL,KIA,AUTOMATIC,128000,16000,VIC,2019,Cerato,2.5,3.0,2.0,Sedan,FWD,CERATO
2018 Holden Colorado LTZ,silver,DIESEL,HOLDEN,AUTOMATIC,134505,27490,SA,2018,colorado ltz,3.5,3.0,4.0,Dual-Cab UTE,4WD,COLORADO
2005 Isuzu nqr,white,DIESEL,ISUZU,MANUAL,439000,23000,QLD,2005,nqr,2.0,1.0,5.0,Truck,RWD,NQR
2011 Subaru Forester,grey,PETROL,SUBARU,MANUAL,169000,8390,SA,2011,Forester,3.2,3.0,3.0,SUV,AWD,FORESTER
2011 Holden ve series 2,grey,PETROL,HOLDEN,AUTOMATIC,155000,14000,SA,2011,ve series 2,3.5,3.0,3.5,Sedan,RWD,VE-SERIES-2
2011 Ford Falcon XR6 Ute limited edition ,black,PETROL,FORD,AUTOMATIC,199000,15500,SA,2011,falcon xr6 ute limited edition,3.8,2.9,4,UTE,RWD,FALCON-XR6
2019 Land Rover Discovery,white,PETROL,LAND-ROVER,AUTOMATIC,52286,37000,SA,2019,Discovery,3.5,4.0,5.0,Large SUV,4WD,DISCOVERY
2018 Jeep Grand Cherokee,black,PETROL,JEEP,AUTOMATIC,147000,23999,SA,2018,Grand Cherokee,3.5,3.5,4,Large SUV,4WD,GRAND-CHEROKEE
2003 MINI Cooper,black,PETROL,MINI,MANUAL,223000,9900,SA,2003,Cooper,3.2,3.5,1.8,Hatchback,FWD,COOPER
2016 Volkswagen Tiguan,grey,DIESEL,VOLKSWAGEN,AUTOMATIC,128000,27000,SA,2016,Tiguan,3.5,3.5,3,Compact SUV,AWD,TIGUAN
2009 Toyota prius (hybrid),blue,HYBRID,TOYOTA,AUTOMATIC,198132,8850,SA,2009,prius (hybrid),2.0,2.5,3.0,Liftback,FWD,PRIUS
2016 Jaguar XE,black,PETROL,JAGUAR,AUTOMATIC,120000,21000,SA,2016,XE,3.5,3.5,3,Sedan,RWD,XE
2017 Mitsubishi ASX,white,PETROL,MITSUBISHI,AUTOMATIC,112135,18990,SA,2017,ASX,,,,,,
2001 Toyota Landcruiser,silver,PETROL,TOYOTA,AUTOMATIC,292000,12000,SA,2001,Landcruiser,3.0,3.5,4.5,Large SUV,4WD,LAND-CRUISER
2016 BMW X5,white,DIESEL,BMW,AUTOMATIC,121000,37000,VIC,2016,X5,3.8,4.0,4.0,Large SUV,AWD,X5
2004 Mazda Mazda3,yellow,PETROL,MAZDA,MANUAL,251348,7000,SA,2004,Mazda3,2.5,2.0,2.0,Sedan,FWD,3
2016 Jeep Cherokee,grey,OTHER,JEEP,AUTOMATIC,64000,15000,VIC,2016,Cherokee,2.5,3.0,3.0,Medium SUV,4WD,CHEROKEE
2010 Mazda Mazda3,blue,PETROL,MAZDA,MANUAL,200490,5000,VIC,2010,Mazda3,3.0,2.5,2.0,Hatchback,FWD,3
2013 Toyota Hilux,grey,DIESEL,TOYOTA,AUTOMATIC,247000,28000,VIC,2013,Hilux,3.0,1.5,4.0,Dual-Cab UTE,4WD,HILUX
2003 Toyota Echo,blue,PETROL,TOYOTA,MANUAL,270000,4000,VIC,2003,Echo,2.0,1.5,1.0,Hatchback,FWD,ECHO
2019 Holden Equinox lt,red,DIESEL,HOLDEN,AUTOMATIC,196500,7500,VIC,2019,equinox lt,3.0,2.5,3.0,Compact SUV,FWD,EQUINOX
2021 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,121000,35000,VIC,2021,Camry,3.5,3.0,3.0,Sedan,FWD,CAMRY
2021 Toyota Corolla Fielder,black,HYBRID,TOYOTA,AUTOMATIC,107818,19995,VIC,2021,corolla fielder,3.0,2.5,2.0,Wagon,FWD,COROLLA-FIELDER
2015 Holden sri-v,white,PETROL,HOLDEN,AUTOMATIC,117650,9950,VIC,2015,sri-v,3.5,4.0,3.0,Sedan,FWD,SRI-V
2016 Audi Q5,blue,PETROL,AUDI,AUTOMATIC,113000,19000,VIC,2016,Q5,3.2,3.5,3.0,Medium SUV,AWD,Q5
2006 Honda CR-V,silver,PETROL,HONDA,AUTOMATIC,325000,4000,NSW,2006,CR-V,2.5,3.0,2.0,SUV,AWD,CR-V
2009 Mazda Mazda3 Maxx Sport BL SN2278K,white,PETROL,MAZDA,AUTOMATIC,164251,7995,NSW,2009,mazda3 maxx sport bl sn2278k,3.0,2.5,2.0,Hatchback,FWD,3
2009 Audi A5,black,DIESEL,AUDI,AUTOMATIC,99000,13800,NSW,2009,A5,3.5,4.0,3.0,Coupe,AWD,A5
2008 Volkswagen Jetta,red,PETROL,VOLKSWAGEN,AUTOMATIC,198000,2800,NSW,2008,Jetta,3.0,3.0,3.0,Sedan,FWD,JETTA
2007 Honda Accord,white,PETROL,HONDA,AUTOMATIC,192000,5000,NSW,2007,Accord,3.0,3.5,3.0,Sedan,FWD,ACCORD
2004 Holden Calais,black,PETROL,HOLDEN,AUTOMATIC,212000,5000,SA,2004,Calais,3.5,4.0,4.0,Sedan,RWD,CALAIS
2013 Holden Captiva,black,DIESEL,HOLDEN,AUTOMATIC,169000,6000,NSW,2013,Captiva,2.5,3.0,4,Medium SUV,AWD,CAPTIVA
2015 Toyota Camry,silver,HYBRID,TOYOTA,AUTOMATIC,402000,9999,NSW,2015,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY
2008 Mitsubishi Grandis,grey,PETROL,MITSUBISHI,AUTOMATIC,294000,2750,NSW,2008,Grandis,2.5,2.5,4,People mover,FWD,GRANDIS
2009 Toyota Hiace,white,OTHER,TOYOTA,AUTOMATIC,308000,11750,NSW,2009,Hiace,2.0,1.5,4.5,Cargo van,RWD,HIACE
2018 Toyota Fortuner,white,DIESEL,TOYOTA,AUTOMATIC,110000,45000,NSW,2018,Fortuner,3.5,3.0,4.0,Large SUV,4WD,FORTUNER
2013 Holden Cruze,silver,PETROL,HOLDEN,AUTOMATIC,126461,7990,NSW,2013,cruze,2.5,2.0,2.0,Sedan,FWD,CRUZE
2007 Lexus Lexus ES 350,gold,PETROL,LEXUS,AUTOMATIC,277603,4700,NSW,2007,Lexus ES 350,3.5,4.0,3.0,Sedan,FWD,ES-350
2012 BMW X5,silver,PETROL,BMW,AUTOMATIC,186000,25000,NSW,2012,X5,3.5,4.0,4.0,Large SUV,AWD,X5
2012 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,MANUAL,312560,9500,NSW,2012,Hyundai iLOAD,2.0,1.5,4.0,Cargo Van,RWD,ILoad
2018 Ford Mondeo,white,DIESEL,FORD,AUTOMATIC,172000,8000,NSW,2018,Mondeo,3.2,3.5,3,Sedan,FWD,MONDEO
2016 Land Rover Discovery Sport,white,DIESEL,LAND-ROVER,AUTOMATIC,189000,17000,NSW,2016,Discovery Sport,3.5,4.0,3.0,Compact SUV,AWD,DISCOVERY-SPORT
2011 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,159996,31000,NSW,2011,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX
2003 Mazda Mazda3,blue,PETROL,MAZDA,MANUAL,180000,3500,WA,2003,Mazda3,2.5,2.0,2.0,Sedan,FWD,3
2022 Dodge Ram,blue,PETROL,DODGE,AUTOMATIC,11000,3000,WA,2022,ram,4.5,4.0,5.0,Dual-Cab UTE,4WD,RAM
2010 Subaru Outback,white,DIESEL,SUBARU,MANUAL,219400,7999,WA,2010,Outback,3.0,3.0,3.5,Wagon,AWD,OUTBACK
2009 Audi S5,white,OTHER,AUDI,AUTOMATIC,205000,22000,WA,2009,S5,4.5,4.0,3.0,Coupe,AWD,S5
2021 Mitsubishi Outlander,blue,PETROL,MITSUBISHI,AUTOMATIC,61504,31989,WA,2021,Outlander,2.5,2.5,4,Medium SUV,AWD,OUTLANDER
2012 Holden Cruze CD,red,PETROL,HOLDEN,AUTOMATIC,168225,7999,WA,2012,cruze cd,2.5,2.0,2.5,Sedan,FWD,CRUZE
2006 Volkswagen Golf,black,DIESEL,VOLKSWAGEN,MANUAL,300,2500,WA,2006,Golf,3.0,3.0,2.0,Hatchback,FWD,GOLF
2011 Holden Calais,brown,PETROL,HOLDEN,AUTOMATIC,200000,19000,WA,2011,Calais,3.5,3.5,4,Sedan,RWD,CALAIS
2007 Mercedes-Benz A170 5 Door ,silver,PETROL,MERCEDES-BENZ,MANUAL,155683,5988,WA,2007,a170 5 door,2.5,3.5,2,Hatchback,FWD,A170
2020 Toyota Corolla - 4WD,white,OTHER,TOYOTA,AUTOMATIC,93000,24990,WA,2020,corolla - 4wd,2.5,2.0,2.0,Hatchback,4WD,COROLLA
2016 Nissan X-Trail,blue,PETROL,NISSAN,AUTOMATIC,222370,11000,WA,2016,X-Trail,2.5,2.5,3.5,Medium SUV,AWD,X-TRAIL
2008 Holden Barina,silver,PETROL,HOLDEN,MANUAL,172000,2800,WA,2008,Barina,2.0,1.5,1.0,Hatchback,FWD,BARINA
2017 Land Rover Discovery SD4 SE MY17,silver,DIESEL,LAND-ROVER,AUTOMATIC,110500,33000,QLD,2017,discovery sd4 se my17,3.5,4.0,4.0,Large SUV,4WD,DISCOVERY
2014 Volkswagen Golf,red,PETROL,VOLKSWAGEN,AUTOMATIC,170000,9000,WA,2014,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF
2022 Tesla Model 3 long range duel motor ,white,ELECTRIC,TESLA,AUTOMATIC,96000,41000,WA,2022,model 3 long range duel motor,4.5,4.0,3,Sedan,AWD,MODEL-3
2006 Mitsubishi Colt,grey,OTHER,MITSUBISHI,AUTOMATIC,168000,2800,QLD,2006,Colt,2.0,2.0,1.0,Hatchback,FWD,COLT
2013 Holden Holden Colorado,white,DIESEL,HOLDEN,AUTOMATIC,204000,11500,QLD,2013,Holden Colorado,3.0,2.5,4.0,Dual-Cab UTE,4WD,COLORADO
2018 Toyota Corolla,orange,PETROL,TOYOTA,AUTOMATIC,111600,20000,QLD,2018,Corolla,3.0,3.5,2.0,Sedan,FWD,COROLLA
2021 Mercedes-Benz Vito,white,OTHER,MERCEDES-BENZ,AUTOMATIC,5500,44200,QLD,2021,Vito,3.0,3.5,4.5,Cargo Van,RWD,VITO
2015 Volkswagen Polo,red,PETROL,VOLKSWAGEN,MANUAL,160000,11500,QLD,2015,Polo,2.5,2.5,1.0,Hatchback,FWD,POLO
2012 Toyota Camry,silver,HYBRID,TOYOTA,AUTOMATIC,351000,8990,QLD,2012,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY
2015 Toyota Camry,silver,HYBRID,TOYOTA,AUTOMATIC,580000,9500,QLD,2015,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY
2018 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,120300,45989,WA,2018,Hilux,3.5,2.5,4.0,Dual-Cab UTE,4WD,HILUX
2015 Holden Captiva,white,OTHER,HOLDEN,AUTOMATIC,67000,9999,WA,2015,Captiva,2.5,3.0,4.0,Medium SUV,AWD,CAPTIVA
2009 Mazda 3 bl auto sp 25,white,PETROL,MAZDA,AUTOMATIC,163000,8000,NSW,2009,3 bl auto sp 25,3.2,2.8,2,Hatchback,FWD,3
2021 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,140522,34888,WA,2021,Hilux,3.5,2.5,4.0,Dual-Cab UTE,4WD,HILUX
2008 Toyota Hiace,white,PETROL,TOYOTA,MANUAL,377413,10000,NSW,2008,Hiace,2.5,1.5,4.0,Cargo van,RWD,HIACE
2020 Nissan Navara D23 S4 MY20 N-TREK Warrior Utility Dual Cab 4dr Spts Auto 7sp 4x4 724kg 2.3DTT,black,DIESEL,NISSAN,AUTOMATIC,82679,41917,SA,2020,navara d23 s4 my20 n-trek warrior utility dual cab 4dr spts auto 7sp 4x4 724kg 2.3dtt,3.5,3.5,4,Dual-Cab UTE,4WD,NAVARA
2017 Toyota RAV4 GXL AWD 1 OWNER LOGBOOK MECHANICALLY EXCELLENT CONDITION,grey,PETROL,TOYOTA,AUTOMATIC,158000,22995,NSW,2017,rav4 gxl awd 1 owner logbook mechanically excellent condition,3.0,3.5,3.0,Medium SUV,AWD,RAV4
2018 Isuzu d-max utility ls-m my17,white,DIESEL,ISUZU,AUTOMATIC,173362,29977,SA,2018,d-max utility ls-m my17,3.0,2.0,4.0,Dual-Cab UTE,4WD,D-MAX
2024 Toyota Alphard Z Hybird,white,HYBRID,TOYOTA,AUTOMATIC,3000,93999,SA,2024,alphard z hybird,2.5,4.0,5.0,People mover,FWD,ALPHARD
2008 Ford FOCUS,grey,PETROL,FORD,AUTOMATIC,170466,5590,WA,2008,Focus,2.5,2.0,2.0,Hatchback,FWD,FOCUS
2017 Mazda CX-5,black,DIESEL,MAZDA,AUTOMATIC,148000,24999,VIC,2017,CX-5,3.0,3.5,3.0,Medium SUV,AWD,CX-5
2018 Volkswagen Passat,white,PETROL,VOLKSWAGEN,AUTOMATIC,123500,18950,VIC,2018,Passat,3.0,3.5,3,Sedan,FWD,PASSAT
2013 Toyota Landcruiser Prado,silver,DIESEL,TOYOTA,AUTOMATIC,333145,17000,QLD,2013,Landcruiser Prado,3.5,3.5,4.5,Large SUV,4WD,LANDCRUISER-PRADO
2012 Toyota Camry,blue,PETROL,TOYOTA,AUTOMATIC,220000,4990,QLD,2012,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY
2014 Subaru Impreza,silver,PETROL,SUBARU,AUTOMATIC,184500,9900,VIC,2014,Impreza,2.5,2.5,2.0,Hatchback,AWD,IMPREZA
2018 Nissan Pathfinder,black,PETROL,NISSAN,AUTOMATIC,48758,26900,VIC,2018,Pathfinder,3.5,3.5,4,Large SUV,4WD,PATHFINDER
2010 Audi TT,black,PETROL,AUDI,AUTOMATIC,92000,9999,VIC,2010,TT,3.8,4.0,2.0,Coupe,AWD,TT
2018 Mitsubishi Outlander diesel 2018 ,silver,OTHER,MITSUBISHI,AUTOMATIC,130000,2500,VIC,2018,outlander diesel 2018,3.0,2.5,3.0,Medium SUV,4WD,OUTLANDER
2020 LDV t60 luxe auto 4x4,black,DIESEL,LDV,AUTOMATIC,19000,25990,VIC,2020,t60 luxe auto 4x4,2.5,2.5,4,Dual-Cab UTE,4WD,T60
2015 Nissan Navara,blue,DIESEL,NISSAN,MANUAL,326000,16000,VIC,2015,Navara,3.5,2.5,4.5,Dual-Cab UTE,4WD,NAVARA
2014 Toyota Corolla,orange,PETROL,TOYOTA,AUTOMATIC,109959,16500,VIC,2014,Corolla,2.5,2.5,2,Hatchback,FWD,COROLLA
2013 Volkswagen Golf,white,PETROL,VOLKSWAGEN,AUTOMATIC,210000,7000,VIC,2013,Golf,3.2,3.5,2,Hatchback,FWD,GOLF
2010 Mitsubishi Outlander,white,PETROL,MITSUBISHI,AUTOMATIC,330000,5000,VIC,2010,Outlander,2.5,2.5,3.0,Medium SUV,AWD,OUTLANDER
2018 Land Rover Discovery Sport,white,OTHER,LAND-ROVER,AUTOMATIC,168155,19990,VIC,2018,Discovery Sport,3.0,4.0,3.0,Compact SUV,4WD,DISCOVERY-SPORT
2015 Honda City ,white,PETROL,HONDA,AUTOMATIC,165000,14500,VIC,2015,city,2.0,2.0,2.0,Sedan,FWD,CITY
2014 Jeep Cherokee,white,DIESEL,JEEP,AUTOMATIC,123000,11500,VIC,2014,Cherokee,3.0,3.0,3.0,Medium SUV,AWD,CHEROKEE
2023 Toyota corolla sx hybrid,black,HYBRID,TOYOTA,AUTOMATIC,18000,32500,VIC,2023,corolla sx hybrid,3.5,3.5,2.0,Hatchback,FWD,COROLLA
2011 Mazda Mazda2,silver,PETROL,MAZDA,AUTOMATIC,195000,7000,VIC,2011,Mazda2,2.5,2.0,1.5,Hatchback,FWD,2
2004 Holden Rodeo,beige,PETROL,HOLDEN,MANUAL,267000,3300,QLD,2004,Rodeo,2.5,1.5,4.0,Dual-Cab UTE,4WD,RODEO
2004 Mitsubishi Lancer,grey,OTHER,MITSUBISHI,AUTOMATIC,195000,2700,QLD,2004,Lancer,2.0,2.0,2.0,Sedan,FWD,LANCER
2008 Mercedes-Benz mercedes c200 w204,black,PETROL,MERCEDES-BENZ,AUTOMATIC,140000,12500,VIC,2008,mercedes c200 w204,2.5,3.5,3,Sedan,RWD,C200
2000 HOLDEN VX COMMODORE  EXECUTIVE LOW KMS,gold,PETROL,HOLDEN,AUTOMATIC,155000,4999,SA,2000,executive low kms,2.5,2.0,4.0,Sedan,RWD,COMMODORE
2010 Holden Holden Colorado,burgundy,DIESEL,HOLDEN,MANUAL,297095,14000,QLD,2010,Holden Colorado,2.5,2.0,4.0,Dual-Cab UTE,4WD,COLORADO
2009 Mazda Mazda3,black,OTHER,MAZDA,AUTOMATIC,233000,5900,QLD,2009,Mazda3,2.5,2.5,2.0,Hatchback,FWD,3
2008 Mercedes-Benz mercedes benz b class b-200,black,PETROL,MERCEDES-BENZ,AUTOMATIC,216043,4500,SA,2008,mercedes benz b class b-200,3.0,3.5,2.0,Hatchback,FWD,B-CLASS
2008 Holden Commodore,blue,PETROL,HOLDEN,MANUAL,12345,5000,QLD,2008,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
2010 Honda Civic,black,PETROL,HONDA,AUTOMATIC,139470,15700,NSW,2010,Civic,2.5,2.5,2,Sedan,FWD,CIVIC
2008 Mercedes-Benz Mercedes-Benz ML320 CDI,silver,DIESEL,MERCEDES-BENZ,AUTOMATIC,237700,6500,SA,2008,Mercedes-Benz ML320 CDI,3.5,4.0,4.0,SUV,4WD,ML320-CDI
2012 Toyota Camry,gold,PETROL,TOYOTA,AUTOMATIC,570000,8000,NSW,2012,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY
2008 Nissan Navara,silver,DIESEL,NISSAN,MANUAL,209000,6000,QLD,2008,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA
2009 Subaru Forester,charcoal,PETROL,SUBARU,MANUAL,181000,13500,SA,2009,Forester,3.0,3.0,3.0,SUV,AWD,FORESTER
2010 Volvo XC60,black,DIESEL,VOLVO,AUTOMATIC,218500,7000,VIC,2010,XC60,3.0,3.5,4.0,Medium SUV,AWD,XC60
2006 Honda Civic,white,PETROL,HONDA,MANUAL,220000,4500,NSW,2006,Civic,2.5,2.5,2,Sedan,FWD,CIVIC
2007 Mazda Mazda3,black,PETROL,MAZDA,MANUAL,227215,3300,SA,2007,Mazda3,2.5,2.5,2,Hatchback,FWD,3
2004 Toyota Corolla,silver,PETROL,TOYOTA,MANUAL,220000,5000,SA,2004,Corolla,2.0,2.5,2.0,Hatchback,FWD,COROLLA
2017 Ford Mustang FM 2017MY GT Fastback 2dr Man 6sp 5.0i,blue,PETROL,FORD,MANUAL,56787,54917,SA,2017,mustang fm 2017my gt fastback 2dr man 6sp 5.0i,4.5,3.5,3,Fastback,RWD,MUSTANG
2014 Nissan Navara,white,DIESEL,NISSAN,MANUAL,276000,10500,WA,2014,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA
2006 Toyota Camry,silver,PETROL,TOYOTA,AUTOMATIC,151000,6000,WA,2006,Camry,2.5,2.5,3.0,Sedan,FWD,CAMRY
2002 Ford courier xl pe super cab p/up 2.6l inline 4 5 sp manual,white,PETROL,FORD,MANUAL,337435,3990,WA,2002,courier xl pe super cab p/up 2.6l inline 4 5 sp manual,2.0,1.5,3.0,Tray back,RWD,COURIER
2015 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,164000,14500,NSW,2015,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY
2007 Suzuki Swift,black,PETROL,SUZUKI,AUTOMATIC,235000,3500,WA,2007,Swift,2.0,2.0,1.0,Hatchback,FWD,SWIFT
2008 Mazda Mazda 3 Neo,red,PETROL,MAZDA,MANUAL,171619,5800,WA,2008,3 neo,2.5,2.0,2.0,Hatchback,FWD,MAZDA3
2017 Audi A1,grey,PETROL,AUDI,AUTOMATIC,87000,18500,WA,2017,A1,3.0,3.5,1.0,Hatchback,FWD,A1
2013 Suzuki swift gl hatchback 5dr auto 4sp 1.4i,blue,PETROL,SUZUKI,AUTOMATIC,191581,9989,WA,2013,swift gl hatchback 5dr auto 4sp 1.4i,2.5,2.0,1.0,Hatchback,FWD,SWIFT
2013 Jeep Grand Cherokee,white,DIESEL,JEEP,AUTOMATIC,223052,11599,WA,2013,Grand Cherokee,3.2,3.8,4,Large SUV,4WD,GRAND-CHEROKEE
2022 Mitsubishi Outlander LS 7 SEAT (2WD) ZM,silver,PETROL,MITSUBISHI,AUTOMATIC,42550,32990,WA,2022,outlander ls 7 seat (2wd) zm,3.0,3.0,4.0,Medium SUV,FWD,OUTLANDER
2018 Nissan Navara RX 4x4,white,DIESEL,NISSAN,MANUAL,111843,26888,WA,2018,navara rx 4x4,3.0,1.5,4.0,Dual-Cab UTE,4WD,NAVARA
2011 Volvo XC70,blue,PETROL,VOLVO,AUTOMATIC,230000,6800,WA,2011,XC70,3.0,4.0,4.0,Wagon,AWD,XC70
2004 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,251000,7500,WA,2004,Hilux,3.0,2.0,4.0,Dual-Cab UTE,4WD,HILUX
2015 Toyota Crown Majesta V6,white,HYBRID,TOYOTA,AUTOMATIC,57500,32800,NSW,2015,crown majesta v6,3.5,4.0,4.0,Sedan,RWD,CROWN-MAJESTA
2013 Toyota Landcruiser Prado GXL 150 T/D 3.0 Auto 4WD,white,DIESEL,TOYOTA,AUTOMATIC,357260,21999,VIC,2013,landcruiser prado gxl 150 t/d 3.0 auto 4wd,3.5,3.5,4.5,Large SUV,4WD,LANDCRUISER-PRADO
2005 Mercedes-Benz Viano,black,DIESEL,MERCEDES-BENZ,AUTOMATIC,227423,40000,VIC,2005,Viano,2.5,4.0,4.5,Passenger van,RWD,VIANO
2012 Subaru Forester,grey,PETROL,SUBARU,AUTOMATIC,155000,11000,VIC,2012,Forester,3.0,2.5,3.0,SUV,AWD,FORESTER
2014 Hyundai Veloster,white,PETROL,HYUNDAI,MANUAL,177000,7000,VIC,2014,Veloster,2.5,2.5,2.0,Liftback,FWD,VELOSTER
2021 MG ZS SUV,white,PETROL,MG,AUTOMATIC,68000,13999,WA,2021,zs suv,2.5,3.0,2.0,SUV,FWD,ZS
2020 BMW x3 20i,grey,PETROL,BMW,AUTOMATIC,109400,32888,VIC,2020,x3 20i,2.5,3.5,3.0,Medium SUV,AWD,X3
2009 Volkswagen Polo,silver,PETROL,VOLKSWAGEN,AUTOMATIC,85000,5399,VIC,2009,Polo,2.0,2.5,2.0,Hatchback,FWD,POLO
2004 Nissan Pulsar,black,PETROL,NISSAN,AUTOMATIC,281000,2700,VIC,2004,Pulsar,2.5,2.0,2.0,Hatchback,FWD,PULSAR
2011 Holden Colorado LT-R Manual 4x4 3.0 t/d 244715 kms,silver,DIESEL,HOLDEN,MANUAL,244715,18890,VIC,2011,3.0 t/d 244715 kms,2.5,2.5,4.0,Dual-Cab UTE,4WD,COLORADO
2017 Ford Mondeo,white,DIESEL,FORD,AUTOMATIC,178514,9500,VIC,2017,Mondeo,3.5,3.5,3.0,Sedan,FWD,MONDEO
2012 Audi A4,grey,PETROL,AUDI,AUTOMATIC,158236,9700,SA,2012,A4,3.5,4.0,3.0,Sedan,AWD,A4
2016 Holden Caprice,white,PETROL,HOLDEN,AUTOMATIC,50634,38000,SA,2016,Caprice,4.0,4.0,4.0,Sedan,RWD,CAPRICE
2013 Holden Cruze equipe,grey,DIESEL,HOLDEN,AUTOMATIC,211020,4500,QLD,2013,cruze equipe,2.5,2.5,2.0,Sedan,FWD,CRUZE
2016 Holden Trax,orange,PETROL,HOLDEN,AUTOMATIC,143000,8500,WA,2016,trax,2.5,2.0,2.0,Compact SUV,FWD,TRAX
2016 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,139000,35500,VIC,2016,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER
