marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name,description
2019 Toyota Landcruiser,white,DIESEL,TOYOTA,MANUAL,150000,90000,VIC,2019,Landcruiser,3.5,4.0,4.0,Large SUV,4WD,LAND-CRUISER,LAND-CRUISER
2001 Toyota Camry,white,OTHER,TOYOTA,AUTOMATIC,260000,3750,WA,2001,Camry,2.0,2.5,3.0,Sedan,FWD,CAMRY,CAMRY
2007 Honda CR-V,black,PETROL,HONDA,AUTOMATIC,195000,9000,WA,2007,CR-V,2.5,2.5,3.0,SUV,AWD,CR-V,CR-V
2007 Toyota Crown Majesta UZS186 C TYPE F PACKAGE,white,PETROL,TOYOTA,AUTOMATIC,86000,24999,VIC,2007,crown majesta uzs186 c type f package,4.0,4.5,4.0,Sedan,RWD,CROWN,CROWN-MAJESTA
2017 Nissan Navara,white,DIESEL,NISSAN,AUTOMATIC,127000,33000,VIC,2017,Navara,3.5,3.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2006 Ford Falcon,white,PETROL,FORD,AUTOMATIC,306007,4250,VIC,2006,Falcon,3.5,2.5,4.0,Sedan,RWD,FALCON,FALCON
2005 Toyota Landcruiser 100,grey,PETROL,TOYOTA,AUTOMATIC,423000,19300,VIC,2005,Landcruiser 100,3.2,3.5,4.0,Large SUV,4WD,LAND-CRUISER,LAND-CRUISER
2015 Toyota Kluger,white,PETROL,TOYOTA,AUTOMATIC,280080,16500,WA,2015,kluger,3.5,3.5,4.0,Large SUV,AWD,KLUGER,KLUGER
2013 Toyota Hilux,silver,OTHER,TOYOTA,AUTOMATIC,2150,35000,VIC,2013,Hilux,3.0,1.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2013 Ford fiesta zetec,silver,PETROL,FORD,AUTOMATIC,79215,5000,VIC,2013,fiesta zetec,3.0,2.5,2.0,Hatchback,FWD,FIESTA,FIESTA
2010 Nissan Micra,black,OTHER,NISSAN,AUTOMATIC,200000,3500,VIC,2010,Micra,2.0,1.5,1.0,Hatchback,FWD,MICRA,MICRA
2003 Toyota Camry,gold,PETROL,TOYOTA,AUTOMATIC,180000,3500,VIC,2003,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2006 Mitsubishi other,white,OTHER,MITSUBISHI,MANUAL,528000,12900,VIC,2006,other,2.0,2.0,3.0,SUV,4WD,OUTLANDER,OUTLANDER
2017 Holden colorado ltz space cab,white,DIESEL,HOLDEN,AUTOMATIC,195748,25000,QLD,2017,colorado ltz space cab,3.0,3.5,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2011 Nissan Navara,silver,DIESEL,NISSAN,MANUAL,170000,14500,QLD,2011,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2006 Subaru impreza wrx,blue,PETROL,SUBARU,MANUAL,200000,10000,QLD,2006,impreza wrx,3.5,3.0,2.0,Sedan,AWD,IMPREZA,IMPREZA-WRX
2019 Mazda cx5 GT,white,PETROL,MAZDA,AUTOMATIC,109000,23500,QLD,2019,cx5 gt,3.5,4.0,3.0,Medium SUV,AWD,CX-5,CX-5
2016 Mercedes-Benz GLS350d,white,DIESEL,MERCEDES-BENZ,AUTOMATIC,105000,60000,QLD,2016,gls350d,3.5,4.0,5.0,Large SUV,4WD,GLS,GLS350D
2008 Volkswagen Golf,silver,PETROL,VOLKSWAGEN,AUTOMATIC,51707,25950,QLD,2008,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2018 Mercedes-Benz GLA180,silver,PETROL,MERCEDES-BENZ,AUTOMATIC,67462,24800,QLD,2018,gla-class,2.5,3.5,2.0,Compact SUV,FWD,GLA,GLA180
2023 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,45000,55000,SA,2023,Hilux,3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2011 Hyundai i20,black,PETROL,HYUNDAI,MANUAL,105000,2500,QLD,2011,i20,2.5,2.0,2.0,Hatchback,FWD,I20,I20
2004 Holden Commodore,white,PETROL,HOLDEN,AUTOMATIC,350000,2500,WA,2004,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2016 Lexus Lexus NX 200t,grey,PETROL,LEXUS,AUTOMATIC,120000,26500,SA,2016,Lexus NX 200t,3.5,4.0,2.0,Compact SUV,AWD,NX,NX-200T
2019 Toyota Landcruiser Prado,black,DIESEL,TOYOTA,AUTOMATIC,171000,54999,SA,2019,Landcruiser Prado,3.0,3.5,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2001 Nissan Patrol,white,OTHER,NISSAN,MANUAL,210000,25000,SA,2001,Patrol,3.0,2.5,4.0,Large SUV,4WD,PATROL,PATROL
2020 Toyota camry ascent sport,white,PETROL,TOYOTA,AUTOMATIC,13648,26990,SA,2020,camry ascent sport,2.5,2.5,3.0,Sedan,FWD,CAMRY,CAMRY
2015 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,260000,33000,SA,2015,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2012 Kia Rio,red,PETROL,KIA,AUTOMATIC,215000,7500,SA,2012,Rio,2.5,2.0,1.0,Hatchback,FWD,RIO,RIO
2019 Ford Transit costum,white,DIESEL,FORD,AUTOMATIC,33500,28700,SA,2019,transit costum,3.0,2.0,4.0,Cargo Van,RWD,TRANSIT,TRANSIT
2016 Toyota Corolla,silver,PETROL,TOYOTA,AUTOMATIC,201100,12000,SA,2016,Corolla,2.5,2.5,2.0,Hatchback,FWD,COROLLA,COROLLA
2004 Holden Commodore,red,PETROL,HOLDEN,AUTOMATIC,330,25000,SA,2004,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2013 Volkswagen Crafter,white,DIESEL,VOLKSWAGEN,MANUAL,267000,16500,SA,2013,Crafter,2.5,2.0,4.5,Cargo Van,RWD,CRAFTER,CRAfter
2005 Toyota Camry,red,PETROL,TOYOTA,AUTOMATIC,221607,4500,SA,2005,Camry,3.0,2.5,3.0,Sedan,FWD,CAMRY,CAMRY
2009 Holden Commodore,green,PETROL,HOLDEN,AUTOMATIC,317177,4500,SA,2009,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2006 Ford Escape,silver,PETROL,FORD,AUTOMATIC,240000,6000,SA,2006,Escape,2.5,2.0,3.0,SUV,AWD,ESCAPE,ESCAPE
2016 Ford Focus,white,PETROL,FORD,MANUAL,115000,9500,SA,2016,Focus,3.0,2.5,2.0,Hatchback,FWD,FOCUS,FOCUS
2012 Ford Fiesta,white,PETROL,FORD,AUTOMATIC,98500,9499,SA,2012,Fiesta,2.5,2.0,2.0,Hatchback,FWD,FIESTA,FIESTA
2023 Lexus IS500F Sport,blue,PETROL,LEXUS,AUTOMATIC,21625,99950,SA,2023,is500f sport,4.5,4.0,3.0,Sedan,RWD,IS,IS500-F-SPORT
2007 Mazda Dual Cab BT 50,silver,DIESEL,MAZDA,MANUAL,343000,8000,QLD,2007,dual cab bt 50,2.5,2.0,4.0,Dual-Cab UTE,4WD,BT-50,BT-50
2017 Holden Astra,grey,PETROL,HOLDEN,MANUAL,202000,6950,VIC,2017,Astra,3.0,2.5,2.0,Hatchback,FWD,ASTRA,ASTRA
2011 Subaru Forester · 2.5L AWD,white,PETROL,SUBARU,AUTOMATIC,255000,6500,WA,2011,Forester,3.2,2.5,3.0,SUV,AWD,FORESTER,FORESTER
2003 Ford Falcon,blue,PETROL,FORD,MANUAL,299000,22000,WA,2003,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON,FALCON
2021 Subaru WRX STI,blue,PETROL,SUBARU,MANUAL,65000,56000,SA,2021,wrx sti,4.5,3.5,2.0,Sedan,AWD,WRX,WRX-STI
2018 Holden Holden Colorado,white,DIESEL,HOLDEN,AUTOMATIC,162000,27000,SA,2018,Holden Colorado,3.0,2.5,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2007 Holden Commodore,gold,PETROL,HOLDEN,AUTOMATIC,320000,3500,SA,2007,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2008 Toyota Camry,silver,PETROL,TOYOTA,AUTOMATIC,243000,6500,SA,2008,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2003 Toyota Corolla,grey,PETROL,TOYOTA,AUTOMATIC,250000,3999,SA,2003,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA,COROLLA
2015 Mazda CX-5,grey,PETROL,MAZDA,AUTOMATIC,248700,11800,QLD,2015,CX-5,3.5,3.5,3.0,Medium SUV,AWD,CX-5,CX-5
2019 Kia Cerato,silver,PETROL,KIA,AUTOMATIC,128000,16000,VIC,2019,Cerato,2.5,3.0,2.0,Sedan,FWD,CERATO,CERATO
2018 Holden Colorado LTZ,silver,DIESEL,HOLDEN,AUTOMATIC,134505,27490,SA,2018,colorado ltz,3.5,3.0,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2011 Subaru Forester,grey,PETROL,SUBARU,MANUAL,169000,8390,SA,2011,Forester,3.2,3.0,3.0,SUV,AWD,FORESTER,FORESTER
2011 Ford Falcon XR6 Ute limited edition ,black,PETROL,FORD,AUTOMATIC,199000,15500,SA,2011,falcon xr6 ute limited edition,3.8,2.9,4.0,UTE,RWD,FALCON,FALCON-XR6
2019 Land Rover Discovery,white,PETROL,LAND-ROVER,AUTOMATIC,52286,37000,SA,2019,Discovery,3.5,4.0,5.0,Large SUV,4WD,DISCOVERY,DISCOVERY
2018 Jeep Grand Cherokee,black,PETROL,JEEP,AUTOMATIC,147000,23999,SA,2018,Grand Cherokee,3.5,3.5,4.0,Large SUV,4WD,GRAND-CHEROKEE,GRAND-CHEROKEE
2003 MINI Cooper,black,PETROL,MINI,MANUAL,223000,9900,SA,2003,Cooper,3.2,3.5,1.8,Hatchback,FWD,COOPER,COOPER
2016 Volkswagen Tiguan,grey,DIESEL,VOLKSWAGEN,AUTOMATIC,128000,27000,SA,2016,Tiguan,3.5,3.5,3.0,Compact SUV,AWD,TIGUAN,TIGUAN
2016 Jaguar XE,black,PETROL,JAGUAR,AUTOMATIC,120000,21000,SA,2016,XE,3.5,3.5,3.0,Sedan,RWD,XE,XE
2001 Toyota Landcruiser,silver,PETROL,TOYOTA,AUTOMATIC,292000,12000,SA,2001,Landcruiser,3.0,3.5,4.5,Large SUV,4WD,LAND-CRUISER,LAND-CRUISER
2016 BMW X5,white,DIESEL,BMW,AUTOMATIC,121000,37000,VIC,2016,X5,3.8,4.0,4.0,Large SUV,AWD,X5,X5
2016 Jeep Cherokee,grey,OTHER,JEEP,AUTOMATIC,64000,15000,VIC,2016,Cherokee,2.5,3.0,3.0,Medium SUV,4WD,CHEROKEE,CHEROKEE
2013 Toyota Hilux,grey,DIESEL,TOYOTA,AUTOMATIC,247000,28000,VIC,2013,Hilux,3.0,1.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2019 Holden Equinox lt,red,DIESEL,HOLDEN,AUTOMATIC,196500,7500,VIC,2019,equinox lt,3.0,2.5,3.0,Compact SUV,FWD,EQUINOX,EQUINOX
2021 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,121000,35000,VIC,2021,Camry,3.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2021 Toyota Corolla Fielder,black,HYBRID,TOYOTA,AUTOMATIC,107818,19995,VIC,2021,corolla fielder,3.0,2.5,2.0,Wagon,FWD,COROLLA,COROLLA-FIELDER
2016 Audi Q5,blue,PETROL,AUDI,AUTOMATIC,113000,19000,VIC,2016,Q5,3.2,3.5,3.0,Medium SUV,AWD,Q5,Q5
2006 Honda CR-V,silver,PETROL,HONDA,AUTOMATIC,325000,4000,NSW,2006,CR-V,2.5,3.0,2.0,SUV,AWD,CR-V,CR-V
2009 Audi A5,black,DIESEL,AUDI,AUTOMATIC,99000,13800,NSW,2009,A5,3.5,4.0,3.0,Coupe,AWD,A5,A5
2008 Volkswagen Jetta,red,PETROL,VOLKSWAGEN,AUTOMATIC,198000,2800,NSW,2008,Jetta,3.0,3.0,3.0,Sedan,FWD,JETTA,JETTA
2007 Honda Accord,white,PETROL,HONDA,AUTOMATIC,192000,5000,NSW,2007,Accord,3.0,3.5,3.0,Sedan,FWD,ACCORD,ACCORD
2004 Holden Calais,black,PETROL,HOLDEN,AUTOMATIC,212000,5000,SA,2004,Calais,3.5,4.0,4.0,Sedan,RWD,CALAIS,CALAIS
2013 Holden Captiva,black,DIESEL,HOLDEN,AUTOMATIC,169000,6000,NSW,2013,Captiva,2.5,3.0,4.0,Medium SUV,AWD,CAPTIVA,CAPTIVA
2015 Toyota Camry,silver,HYBRID,TOYOTA,AUTOMATIC,402000,9999,NSW,2015,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2009 Toyota Hiace,white,OTHER,TOYOTA,AUTOMATIC,308000,11750,NSW,2009,Hiace,2.0,1.5,4.5,Cargo van,RWD,HIACE,HIACE
2018 Toyota Fortuner,white,DIESEL,TOYOTA,AUTOMATIC,110000,45000,NSW,2018,Fortuner,3.5,3.0,4.0,Large SUV,4WD,FORTUNER,FORTUNER
2013 Holden Cruze,silver,PETROL,HOLDEN,AUTOMATIC,126461,7990,NSW,2013,cruze,2.5,2.0,2.0,Sedan,FWD,CRUZE,CRUZE
2007 Lexus Lexus ES 350,gold,PETROL,LEXUS,AUTOMATIC,277603,4700,NSW,2007,Lexus ES 350,3.5,4.0,3.0,Sedan,FWD,ES,ES-350
2012 BMW X5,silver,PETROL,BMW,AUTOMATIC,186000,25000,NSW,2012,X5,3.5,4.0,4.0,Large SUV,AWD,X5,X5
2012 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,MANUAL,312560,9500,NSW,2012,Hyundai iLOAD,2.0,1.5,4.0,Cargo Van,RWD,ILOAD,ILoad
2018 Ford Mondeo,white,DIESEL,FORD,AUTOMATIC,172000,8000,NSW,2018,Mondeo,3.2,3.5,3.0,Sedan,FWD,MONDEO,MONDEO
2016 Land Rover Discovery Sport,white,DIESEL,LAND-ROVER,AUTOMATIC,189000,17000,NSW,2016,Discovery Sport,3.5,4.0,3.0,Compact SUV,AWD,DISCOVERY-SPORT,DISCOVERY-SPORT
2011 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,159996,31000,NSW,2011,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2010 Subaru Outback,white,DIESEL,SUBARU,MANUAL,219400,7999,WA,2010,Outback,3.0,3.0,3.5,Wagon,AWD,OUTBACK,OUTBACK
2021 Mitsubishi Outlander,blue,PETROL,MITSUBISHI,AUTOMATIC,61504,31989,WA,2021,Outlander,2.5,2.5,4.0,Medium SUV,AWD,OUTLANDER,OUTLANDER
2012 Holden Cruze CD,red,PETROL,HOLDEN,AUTOMATIC,168225,7999,WA,2012,cruze cd,2.5,2.0,2.5,Sedan,FWD,CRUZE,CRUZE
2006 Volkswagen Golf,black,DIESEL,VOLKSWAGEN,MANUAL,300,2500,WA,2006,Golf,3.0,3.0,2.0,Hatchback,FWD,GOLF,GOLF
2011 Holden Calais,brown,PETROL,HOLDEN,AUTOMATIC,200000,19000,WA,2011,Calais,3.5,3.5,4.0,Sedan,RWD,CALAIS,CALAIS
2020 Toyota Corolla - 4WD,white,OTHER,TOYOTA,AUTOMATIC,93000,24990,WA,2020,corolla - 4wd,2.5,2.0,2.0,Hatchback,4WD,COROLLA,COROLLA
2016 Nissan X-Trail,blue,PETROL,NISSAN,AUTOMATIC,222370,11000,WA,2016,X-Trail,2.5,2.5,3.5,Medium SUV,AWD,X-TRAIL,X-TRAIL
2008 Holden Barina,silver,PETROL,HOLDEN,MANUAL,172000,2800,WA,2008,Barina,2.0,1.5,1.0,Hatchback,FWD,BARINA,BARINA
2017 Land Rover Discovery SD4 SE MY17,silver,DIESEL,LAND-ROVER,AUTOMATIC,110500,33000,QLD,2017,discovery sd4 se my17,3.5,4.0,4.0,Large SUV,4WD,DISCOVERY,DISCOVERY
2014 Volkswagen Golf,red,PETROL,VOLKSWAGEN,AUTOMATIC,170000,9000,WA,2014,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2022 Tesla Model 3 long range duel motor ,white,ELECTRIC,TESLA,AUTOMATIC,96000,41000,WA,2022,model 3 long range duel motor,4.5,4.0,3.0,Sedan,AWD,MODEL-3,MODEL-3
2006 Mitsubishi Colt,grey,OTHER,MITSUBISHI,AUTOMATIC,168000,2800,QLD,2006,Colt,2.0,2.0,1.0,Hatchback,FWD,COLT,COLT
2013 Holden Holden Colorado,white,DIESEL,HOLDEN,AUTOMATIC,204000,11500,QLD,2013,Holden Colorado,3.0,2.5,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2018 Toyota Corolla,orange,PETROL,TOYOTA,AUTOMATIC,111600,20000,QLD,2018,Corolla,3.0,3.5,2.0,Sedan,FWD,COROLLA,COROLLA
2021 Mercedes-Benz Vito,white,OTHER,MERCEDES-BENZ,AUTOMATIC,5500,44200,QLD,2021,Vito,3.0,3.5,4.5,Cargo Van,RWD,VITO,VITO
2015 Volkswagen Polo,red,PETROL,VOLKSWAGEN,MANUAL,160000,11500,QLD,2015,Polo,2.5,2.5,1.0,Hatchback,FWD,POLO,POLO
2012 Toyota Camry,silver,HYBRID,TOYOTA,AUTOMATIC,351000,8990,QLD,2012,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2015 Toyota Camry,silver,HYBRID,TOYOTA,AUTOMATIC,580000,9500,QLD,2015,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2018 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,120300,45989,WA,2018,Hilux,3.5,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2015 Holden Captiva,white,OTHER,HOLDEN,AUTOMATIC,67000,9999,WA,2015,Captiva,2.5,3.0,4.0,Medium SUV,AWD,CAPTIVA,CAPTIVA
2021 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,140522,34888,WA,2021,Hilux,3.5,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2008 Toyota Hiace,white,PETROL,TOYOTA,MANUAL,377413,10000,NSW,2008,Hiace,2.5,1.5,4.0,Cargo van,RWD,HIACE,HIACE
2020 Nissan Navara D23 S4 MY20 N-TREK Warrior Utility Dual Cab 4dr Spts Auto 7sp 4x4 724kg 2.3DTT,black,DIESEL,NISSAN,AUTOMATIC,82679,41917,SA,2020,navara d23 s4 my20 n-trek warrior utility dual cab 4dr spts auto 7sp 4x4 724kg 2.3dtt,3.5,3.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2017 Toyota RAV4 GXL AWD 1 OWNER LOGBOOK MECHANICALLY EXCELLENT CONDITION,grey,PETROL,TOYOTA,AUTOMATIC,158000,22995,NSW,2017,rav4 gxl awd 1 owner logbook mechanically excellent condition,3.0,3.5,3.0,Medium SUV,AWD,RAV4,RAV4
2018 Isuzu d-max utility ls-m my17,white,DIESEL,ISUZU,AUTOMATIC,173362,29977,SA,2018,d-max utility ls-m my17,3.0,2.0,4.0,Dual-Cab UTE,4WD,D-MAX,D-MAX
2024 Toyota Alphard Z Hybird,white,HYBRID,TOYOTA,AUTOMATIC,3000,93999,SA,2024,alphard z hybird,2.5,4.0,5.0,People mover,FWD,ALPHARD,ALPHARD
2008 Ford FOCUS,grey,PETROL,FORD,AUTOMATIC,170466,5590,WA,2008,Focus,2.5,2.0,2.0,Hatchback,FWD,FOCUS,FOCUS
2017 Mazda CX-5,black,DIESEL,MAZDA,AUTOMATIC,148000,24999,VIC,2017,CX-5,3.0,3.5,3.0,Medium SUV,AWD,CX-5,CX-5
2018 Volkswagen Passat,white,PETROL,VOLKSWAGEN,AUTOMATIC,123500,18950,VIC,2018,Passat,3.0,3.5,3.0,Sedan,FWD,PASSAT,PASSAT
2013 Toyota Landcruiser Prado,silver,DIESEL,TOYOTA,AUTOMATIC,333145,17000,QLD,2013,Landcruiser Prado,3.5,3.5,4.5,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2012 Toyota Camry,blue,PETROL,TOYOTA,AUTOMATIC,220000,4990,QLD,2012,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2014 Subaru Impreza,silver,PETROL,SUBARU,AUTOMATIC,184500,9900,VIC,2014,Impreza,2.5,2.5,2.0,Hatchback,AWD,IMPREZA,IMPREZA
2018 Nissan Pathfinder,black,PETROL,NISSAN,AUTOMATIC,48758,26900,VIC,2018,Pathfinder,3.5,3.5,4.0,Large SUV,4WD,PATHFINDER,PATHFINDER
2010 Audi TT,black,PETROL,AUDI,AUTOMATIC,92000,9999,VIC,2010,TT,3.8,4.0,2.0,Coupe,AWD,TT,TT
2018 Mitsubishi Outlander diesel 2018 ,silver,OTHER,MITSUBISHI,AUTOMATIC,130000,2500,VIC,2018,outlander diesel 2018,3.0,2.5,3.0,Medium SUV,4WD,OUTLANDER,OUTLANDER
2020 LDV t60 luxe auto 4x4,black,DIESEL,LDV,AUTOMATIC,19000,25990,VIC,2020,t60 luxe auto 4x4,2.5,2.5,4.0,Dual-Cab UTE,4WD,T60,T60
2015 Nissan Navara,blue,DIESEL,NISSAN,MANUAL,326000,16000,VIC,2015,Navara,3.5,2.5,4.5,Dual-Cab UTE,4WD,NAVARA,NAVARA
2014 Toyota Corolla,orange,PETROL,TOYOTA,AUTOMATIC,109959,16500,VIC,2014,Corolla,2.5,2.5,2.0,Hatchback,FWD,COROLLA,COROLLA
2013 Volkswagen Golf,white,PETROL,VOLKSWAGEN,AUTOMATIC,210000,7000,VIC,2013,Golf,3.2,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2010 Mitsubishi Outlander,white,PETROL,MITSUBISHI,AUTOMATIC,330000,5000,VIC,2010,Outlander,2.5,2.5,3.0,Medium SUV,AWD,OUTLANDER,OUTLANDER
2018 Land Rover Discovery Sport,white,OTHER,LAND-ROVER,AUTOMATIC,168155,19990,VIC,2018,Discovery Sport,3.0,4.0,3.0,Compact SUV,4WD,DISCOVERY-SPORT,DISCOVERY-SPORT
2015 Honda City ,white,PETROL,HONDA,AUTOMATIC,165000,14500,VIC,2015,city,2.0,2.0,2.0,Sedan,FWD,CITY,CITY
2014 Jeep Cherokee,white,DIESEL,JEEP,AUTOMATIC,123000,11500,VIC,2014,Cherokee,3.0,3.0,3.0,Medium SUV,AWD,CHEROKEE,CHEROKEE
2023 Toyota corolla sx hybrid,black,HYBRID,TOYOTA,AUTOMATIC,18000,32500,VIC,2023,corolla sx hybrid,3.5,3.5,2.0,Hatchback,FWD,COROLLA,COROLLA
2004 Holden Rodeo,beige,PETROL,HOLDEN,MANUAL,267000,3300,QLD,2004,Rodeo,2.5,1.5,4.0,Dual-Cab UTE,4WD,RODEO,RODEO
2004 Mitsubishi Lancer,grey,OTHER,MITSUBISHI,AUTOMATIC,195000,2700,QLD,2004,Lancer,2.0,2.0,2.0,Sedan,FWD,LANCER,LANCER
2000 HOLDEN VX COMMODORE  EXECUTIVE LOW KMS,gold,PETROL,HOLDEN,AUTOMATIC,155000,4999,SA,2000,executive low kms,2.5,2.0,4.0,Sedan,RWD,COMMODORE,COMMODORE
2010 Holden Holden Colorado,burgundy,DIESEL,HOLDEN,MANUAL,297095,14000,QLD,2010,Holden Colorado,2.5,2.0,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2008 Holden Commodore,blue,PETROL,HOLDEN,MANUAL,12345,5000,QLD,2008,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2010 Honda Civic,black,PETROL,HONDA,AUTOMATIC,139470,15700,NSW,2010,Civic,2.5,2.5,2.0,Sedan,FWD,CIVIC,CIVIC
2012 Toyota Camry,gold,PETROL,TOYOTA,AUTOMATIC,570000,8000,NSW,2012,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2008 Nissan Navara,silver,DIESEL,NISSAN,MANUAL,209000,6000,QLD,2008,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2009 Subaru Forester,charcoal,PETROL,SUBARU,MANUAL,181000,13500,SA,2009,Forester,3.0,3.0,3.0,SUV,AWD,FORESTER,FORESTER
2010 Volvo XC60,black,DIESEL,VOLVO,AUTOMATIC,218500,7000,VIC,2010,XC60,3.0,3.5,4.0,Medium SUV,AWD,XC60,XC60
2006 Honda Civic,white,PETROL,HONDA,MANUAL,220000,4500,NSW,2006,Civic,2.5,2.5,2.0,Sedan,FWD,CIVIC,CIVIC
2004 Toyota Corolla,silver,PETROL,TOYOTA,MANUAL,220000,5000,SA,2004,Corolla,2.0,2.5,2.0,Hatchback,FWD,COROLLA,COROLLA
2017 Ford Mustang FM 2017MY GT Fastback 2dr Man 6sp 5.0i,blue,PETROL,FORD,MANUAL,56787,54917,SA,2017,mustang fm 2017my gt fastback 2dr man 6sp 5.0i,4.5,3.5,3.0,Fastback,RWD,MUSTANG,MUSTANG
2014 Nissan Navara,white,DIESEL,NISSAN,MANUAL,276000,10500,WA,2014,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2006 Toyota Camry,silver,PETROL,TOYOTA,AUTOMATIC,151000,6000,WA,2006,Camry,2.5,2.5,3.0,Sedan,FWD,CAMRY,CAMRY
2015 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,164000,14500,NSW,2015,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2007 Suzuki Swift,black,PETROL,SUZUKI,AUTOMATIC,235000,3500,WA,2007,Swift,2.0,2.0,1.0,Hatchback,FWD,SWIFT,SWIFT
2017 Audi A1,grey,PETROL,AUDI,AUTOMATIC,87000,18500,WA,2017,A1,3.0,3.5,1.0,Hatchback,FWD,A1,A1
2013 Suzuki swift gl hatchback 5dr auto 4sp 1.4i,blue,PETROL,SUZUKI,AUTOMATIC,191581,9989,WA,2013,swift gl hatchback 5dr auto 4sp 1.4i,2.5,2.0,1.0,Hatchback,FWD,SWIFT,SWIFT
2013 Jeep Grand Cherokee,white,DIESEL,JEEP,AUTOMATIC,223052,11599,WA,2013,Grand Cherokee,3.2,3.8,4.0,Large SUV,4WD,GRAND-CHEROKEE,GRAND-CHEROKEE
2022 Mitsubishi Outlander LS 7 SEAT (2WD) ZM,silver,PETROL,MITSUBISHI,AUTOMATIC,42550,32990,WA,2022,outlander ls 7 seat (2wd) zm,3.0,3.0,4.0,Medium SUV,FWD,OUTLANDER,OUTLANDER
2018 Nissan Navara RX 4x4,white,DIESEL,NISSAN,MANUAL,111843,26888,WA,2018,navara rx 4x4,3.0,1.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2004 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,251000,7500,WA,2004,Hilux,3.0,2.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2015 Toyota Crown Majesta V6,white,HYBRID,TOYOTA,AUTOMATIC,57500,32800,NSW,2015,crown majesta v6,3.5,4.0,4.0,Sedan,RWD,CROWN,CROWN-MAJESTA
2013 Toyota Landcruiser Prado GXL 150 T/D 3.0 Auto 4WD,white,DIESEL,TOYOTA,AUTOMATIC,357260,21999,VIC,2013,landcruiser prado gxl 150 t/d 3.0 auto 4wd,3.5,3.5,4.5,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
